5592489,2008,1,8,7,1,45,2008-01-08 07:01:45.000,2052,12825,,SQL001DBHost,MYDB,casjobs,7.5999998E-2,0,1,1915810,0,1,1,1,1
5679314,2008,1,8,7,1,29,2008-01-08 07:01:29.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679315,2008,1,8,7,1,20,2008-01-08 07:01:20.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679316,2008,1,8,7,1,15,2008-01-08 07:01:15.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679317,2008,1,8,7,1,49,2008-01-08 07:01:49.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679318,2008,1,8,7,1,9,2008-01-08 07:01:09.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.033,0,1,1920021,0,1,1,1,1
5679319,2008,1,8,7,1,17,2008-01-08 07:01:17.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679320,2008,1,8,7,1,2,2008-01-08 07:01:02.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679321,2008,1,8,7,1,15,2008-01-08 07:01:15.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679322,2008,1,8,7,1,46,2008-01-08 07:01:46.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679342,2008,1,8,7,1,31,2008-01-08 07:01:31.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679343,2008,1,8,7,1,19,2008-01-08 07:01:19.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679344,2008,1,8,7,1,16,2008-01-08 07:01:16.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.033,0,1,1920021,0,1,1,1,1
5679345,2008,1,8,7,1,15,2008-01-08 07:01:15.000,2052,12825,,SQL001DBHost,MYDB,casjobs,2.9999999E-2,0,1,1920021,0,1,1,1,1
5679346,2008,1,8,7,1,53,2008-01-08 07:01:53.000,2052,12825,,SQL001DBHost,MYDB,casjobs,2.9999999E-2,0,1,1920021,0,1,1,1,1
5679347,2008,1,8,7,1,36,2008-01-08 07:01:36.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679348,2008,1,8,7,1,54,2008-01-08 07:01:54.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679349,2008,1,8,7,1,36,2008-01-08 07:01:36.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679350,2008,1,8,7,1,42,2008-01-08 07:01:42.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679351,2008,1,8,7,1,18,2008-01-08 07:01:18.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679409,2008,1,8,5,1,37,2008-01-08 05:01:37.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679410,2008,1,8,5,1,58,2008-01-08 05:01:58.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679411,2008,1,8,5,1,53,2008-01-08 05:01:53.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679412,2008,1,8,5,1,41,2008-01-08 05:01:41.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679413,2008,1,8,5,1,37,2008-01-08 05:01:37.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.013,0,1,1920021,0,1,1,1,1
5679414,2008,1,8,5,1,40,2008-01-08 05:01:40.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679415,2008,1,8,5,1,29,2008-01-08 05:01:29.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679416,2008,1,8,5,1,12,2008-01-08 05:01:12.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679417,2008,1,8,5,1,5,2008-01-08 05:01:05.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679418,2008,1,8,5,1,51,2008-01-08 05:01:51.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679419,2008,1,8,5,1,30,2008-01-08 05:01:30.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0,0,1,1920021,0,1,1,1,1
5679420,2008,1,8,5,1,39,2008-01-08 05:01:39.000,2052,12825,,SQL001DBHost,MYDB,casjobs,1.6000001E-2,0,1,1920021,0,1,1,1,1
5679424,2008,4,4,10,4,28,2008-04-04 10:04:28.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.186,0,0,1920021,0,1,1,1,1
5679477,2008,1,7,12,1,11,2008-01-07 12:01:11.000,2052,12825,,SQL001DBHost,MYDB,casjobs,2.9999999E-2,0,1,1920021,0,1,1,1,1
5679478,2008,1,7,12,1,38,2008-01-07 12:01:38.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,1,1920021,0,1,1,1,1
5679479,2008,1,7,12,1,23,2008-01-07 12:01:23.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.033,0,1,1920021,0,1,1,1,1
5679480,2008,1,7,12,1,53,2008-01-07 12:01:53.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.046,0,1,1920021,0,1,1,1,1
5679484,2008,1,7,12,1,13,2008-01-07 12:01:13.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.033,0,1,1920021,0,1,1,1,1
5679485,2008,1,7,12,1,31,2008-01-07 12:01:31.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.033,0,1,1920021,0,1,1,1,1
5679486,2008,1,7,12,1,28,2008-01-07 12:01:28.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.11,0,1,1920021,0,1,1,1,1
5679487,2008,1,7,12,1,53,2008-01-07 12:01:53.000,2052,12825,,SQL001DBHost,MYDB,casjobs,7.5999998E-2,0,1,1920021,0,1,1,1,1
5679490,2008,1,7,12,1,21,2008-01-07 12:01:21.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.34299999,0,1,1920021,0,1,1,1,1
5679535,2007,12,5,7,12,0,2007-12-05 07:12:00.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.14300001,0,1,1920021,0,1,1,1,1
5679536,2007,11,2,8,11,18,2007-11-02 08:11:18.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.123,0,1,1920021,0,1,1,1,1
5679554,2008,2,14,8,2,28,2008-02-14 08:02:28.000,2052,12825,,SQL001DBHost,MYDB,casjobs,0.14,0,1,1920021,0,1,1,1,1
5767653,2008,1,8,5,1,11,2008-01-08 05:01:11.000,2052,12825,,DR6,BestDR6,casjobs,9.6000001E-2,0,4,2712465,0,1,1,1,1
5768183,2008,1,8,5,1,2,2008-01-08 05:01:02.000,2052,12825,,DR6,BestDR6,casjobs,7.9999998E-2,0,2,2712679,0,1,1,1,1
5790150,2008,1,7,12,1,47,2008-01-07 12:01:47.000,2052,12825,,SQL001DBHost,MyDB,casjobs,7.5999998E-2,0,1,2723696,0,1,1,1,1
5790151,2008,1,7,12,1,22,2008-01-07 12:01:22.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.126,0,1,2723696,0,1,1,1,1
5790152,2008,1,7,12,1,57,2008-01-07 12:01:57.000,2052,12825,,SQL001DBHost,MyDB,casjobs,2.9999999E-2,0,1,2723696,0,1,1,1,1
5790153,2008,1,7,12,1,11,2008-01-07 12:01:11.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.046,0,1,2723696,0,1,1,1,1
5790154,2008,1,7,12,1,52,2008-01-07 12:01:52.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.046,0,1,2723696,0,1,1,1,1
5790155,2008,1,7,12,1,10,2008-01-07 12:01:10.000,2052,12825,,SQL001DBHost,MyDB,casjobs,6.3000001E-2,0,1,2723696,0,1,1,1,1
5790156,2008,1,7,12,1,40,2008-01-07 12:01:40.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.046,0,1,2723696,0,1,1,1,1
5849635,2008,1,8,5,1,25,2008-01-08 05:01:25.000,2052,12825,,DR6,BestDR6,casjobs,0.013,0,1,1925763,0,1,1,1,1
